912ac68530634e0eb6a734197dbd1a44,Investment Management: A Science to Teach or an Art to Learn?,https://rpc.cfainstitute.org/research/foundation/2014/investment-management-a-science-to-teach-or-an-art-to-learn
a0b0df44c2334d0fabc8dd14babe42b4,The Principal-Agent Problem in Finance,https://rpc.cfainstitute.org/research/foundation/2014/the-principalagent-problem-in-finance
ba987b6f8b964cc895add476fd20aa68,Research Foundation Year in Review 2013,https://rpc.cfainstitute.org/research/foundation/2014/research-foundation-year-in-review-2013
b389db867f31487daeed1b82484d35b9,Environmental Markets: A New Asset Class,https://rpc.cfainstitute.org/research/foundation/2014/environmental-markets-a-new-asset-class
b1ad311b3e8f4afcac2b37d96d99fa01,Manager Selection,https://rpc.cfainstitute.org/research/foundation/2013/manager-selection
281d931b5b224c28862d3518fe44068c,Fundamentals of Futures and Options (corrected April 2014),https://rpc.cfainstitute.org/research/foundation/2013/fundamentals-of-futures-and-options-corrected-april-2014
6e116b6bdf0a477aa1e8ef86cd3a8557,Errata,https://rpc.cfainstitute.org/research/foundation/2013/errata
24e8b26930924fc8b87995dd4aa10f9d,Ethics and Financial Markets: The Role of the Analyst,https://rpc.cfainstitute.org/research/foundation/2013/ethics-and-financial-markets-the-role-of-the-analyst
1f136f2bde2a450590418f706d5ee00d,Research Foundation Year in Review 2012,https://rpc.cfainstitute.org/research/foundation/2013/research-foundation-year-in-review-2012
759a27f378394d65a3d4507c5519b1b3,Life Annuities: An Optimal Product for Retirement Income,https://rpc.cfainstitute.org/research/foundation/2013/life-annuities-an-optimal-product-for-retirement-income
e15a0b5be842419c9408fec834f2a82a,The Evolution of Asset/Liability Management,https://rpc.cfainstitute.org/research/foundation/2013/the-evolution-of-assetliability-management
3bddbe28c5ed4a2c8e03daedb4ce40bb,A New Look at Currency Investing,https://rpc.cfainstitute.org/research/foundation/2012/a-new-look-at-currency-investing
1478eb17b6ed4778bcc1cc66dd058eb4,Life-Cycle Investing: Financial Education and Consumer Protection (corrected January 2013),https://rpc.cfainstitute.org/research/foundation/2012/life-cycle-investing-financial-education-and-consumer-protection-corrected-january-2013
0a91834d1aab440b88961821b08b44d0,Latin American Local Capital Markets,https://rpc.cfainstitute.org/research/foundation/2018/latin-american-local-capital-markets
